Ticket #,Customer Complaint,Category,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Estimated time of resolution
241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,,17-04-2015,15:58:33,Internet,San Jose,California,95120,closed,No,
224872,recent hacking of email account,,04-08-2015,17:02:42,Customer Care Call,San Jose,California,95125,closed,No,
231549,Comcast Billing,,13-04-2015,03:13:19,Customer Care Call,San Jose,California,95112,closed,No,
255243,Internet service termination,,24-04-2015,13:22:00,Customer Care Call,San Jose,California,95148,closed,No,
270077,Unnecessary charge by Comcast for technician visit,,05-02-2015,14:21:09,Customer Care Call,San Jose,California,95113,closed,No,
282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd, Foster City, CA 94404""",,05-10-2015,23:05:18,Internet,San Jose,California,95123,closed,No,
318183,Fraudulent use of credit card and credit card information,,06-02-2015,06:29:07,Customer Care Call,San Jose,California,95134,closed,No,
325969,Reporting Comcast's Various Problems,,06-05-2015,17:02:43,Customer Care Call,San Jose,California,95134,closed,No,
349454,Comcast Billing Complaint,,18-06-2015,15:22:54,Customer Care Call,San Jose,California,95129,open,Yes,
348118,Postal Mail Ticket #2334,,18-06-2015,10:15:18,Customer Care Call,San Jose,California,95129,open,Yes,
358465,Double billing,,23-06-2015,13:52:47,Customer Care Call,San Jose,California,95136,closed,No,
359252,Refund issues,,23-06-2015,16:29:21,Customer Care Call,San Jose,California,95132,closed,No,
360274,Price Increase,,23-06-2015,21:58:56,Customer Care Call,San Jose,California,95112,open,No,
359652,Comcast Unfair Product Bundling,,23-06-2015,18:08:45,Internet,San Jose,California,95126,closed,No,
359923,Comcast not refunding deposit for cancelled Internet,,23-06-2015,19:35:09,Customer Care Call,San Jose,California,95135,closed,No,
360797,Comcast artificially inflating prices of Internet only services,,24-06-2015,03:15:47,Customer Care Call,San Jose,California,95126,open,No,
360606,Extremely slow internet and no aid from Comcast,,24-06-2015,00:11:41,Customer Care Call,San Jose,California,95120,closed,Yes,
363769,Throttling/drastic reduction of speeds,,25-06-2015,02:04:32,Internet,San Jose,California,95121,closed,Yes,
275947,Comcast FRAUD,,05-06-2015,13:04:24,Customer Care Call,San Leandro,California,94579,closed,No,
360756,Comcast forces rep visit then goes back on their promise,,24-06-2015,02:23:10,Customer Care Call,San Leandro,California,94578,closed,No,
236729,COMCAST DENIES PROVIDING OFFERED SERVICE,,15-04-2015,11:38:40,Customer Care Call,San Mateo,California,94404,closed,No,
338467,Cable internet unavailable,,06-12-2015,21:18:18,Internet,San Mateo,California,94402,closed,No,
360209,unfair pricing and raising of pricing and charging without permission,,23-06-2015,21:31:05,Customer Care Call,San Mateo,California,94403,closed,No,
369601,Concern about Comcast Internet Modem Billing Practices,,27-06-2015,02:40:23,Customer Care Call,San Mateo,California,94401,closed,No,
370302,Unfair fees?,,27-06-2015,17:33:51,Customer Care Call,San Mateo,California,94403,closed,No,
364260,Slow Internet speed,,25-06-2015,11:20:19,Customer Care Call,San Rafael,California,94901,open,No,
370299,Comcast changes bill prices without my consent,,27-06-2015,17:33:17,Internet,San Rafael,California,94903,open,No,
258662,false claims of internet speed tier,,27-04-2015,11:58:32,Internet,San Ramon,California,94582,closed,No,
329234,"Poor Interent Connection-equipment failure, slow speed",,06-08-2015,18:14:04,Internet,San Ramon,California,94583,closed,No,
334953,Comcast False & Misleading sale practice,,06-11-2015,14:13:07,Internet,San Ramon,California,94582,closed,No,
345891,misleading sales practice and advertising,,17-06-2015,14:17:34,Internet,San Ramon,California,94582,closed,No,
362791,"Comcast sold me a ""package"" knowing it wouldn't work for me, and proceeded to charge me more and attempt to tack on fees for their mistake",,24-06-2015,16:49:19,Customer Care Call,San Ramon,California,94582,open,No,
360597,Comcast bill way too high for such slow speeds,,24-06-2015,00:09:01,Customer Care Call,Sandy,Utah,84094,open,No,
240275,Comcast blocking HBO GO access on Playstation 4,,16-04-2015,18:13:05,Customer Care Call,Sandy Springs,Georgia,30350,closed,No,
298256,"Comcast Xfinity Data Cap in Atlanta, GA",,19-05-2015,21:25:48,Customer Care Call,Sandy Springs,Georgia,30342,closed,No,
363682,Comcast Data Caps,,24-06-2015,23:34:14,Internet,Sandy Springs,Georgia,30328,open,No,
367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,,25-06-2015,23:12:23,Internet,Sandy Springs,Georgia,31150,open,No,
220760,Being Charged for High Speed Internet and Services are not Rendered,,04-06-2015,21:59:05,Internet,Sanger,California,93657,closed,No,
342274,Internet unreliable,,15-06-2015,20:12:55,Internet,Sanger,California,93657,open,No,
359280,Price of Internet service,,23-06-2015,16:36:53,Customer Care Call,Santa Clara,California,95051,open,No,
359993,Closed account,,23-06-2015,20:00:05,Internet,Santa Clara,California,95051,closed,No,
360705,Comcast inflated internet pricing,,24-06-2015,01:23:10,Internet,Santa Clara,California,95054,open,No,
360684,Expensive Internet Service for average speed,,24-06-2015,01:05:25,Internet,Santa Clara,California,95051,open,No,
374393,Comcast pricing practices,,30-06-2015,11:54:33,Customer Care Call,Santa Clara,California,95054,open,No,
360315,Pricing and lies,,23-06-2015,22:15:10,Customer Care Call,Santa Cruz,California,95060,closed,No,
360375,Charge for service they won't deliver,,23-06-2015,22:36:45,Customer Care Call,Santa Cruz,California,95065,open,No,
361828,"Comcast throttles Santa Cruz CA to 30Mbits, claims we get 50Mbits",,24-06-2015,13:05:46,Internet,Santa Cruz,California,95062,closed,No,
362758,"Comcast Misrepresenting Speeds in Santa Cruz, CA",,24-06-2015,16:43:36,Customer Care Call,Santa Cruz,California,95062,closed,No,
363269,Comcast wrong advertised speeds,,24-06-2015,19:26:03,Customer Care Call,Santa Cruz,California,95060,open,No,
366448,Misrepresented Internet Speed,,25-06-2015,17:08:03,Customer Care Call,Santa Cruz,California,95060,closed,No,
373541,Being charged for internet speeds that equipment can not deliver,,29-06-2015,19:31:48,Customer Care Call,Santa Cruz,California,95060,open,No,
215057,Huge number of lies from Comcast,,04-02-2015,17:35:48,Customer Care Call,Santa Fe,New Mexico,87507,closed,No,
329212,Comcast Internet and TV,,06-08-2015,18:03:14,Customer Care Call,Santa Fe,New Mexico,87507,closed,No,
343521,Poor internet reception,,16-06-2015,14:34:55,Customer Care Call,Santa Fe,New Mexico,87501,open,No,
360587,Overcharging and shitty service,,24-06-2015,00:06:22,Internet,Santa Fe,New Mexico,87505,closed,No,
373570,Comcast bait and switch,,29-06-2015,19:47:55,Internet,Santa Fe,New Mexico,87505,closed,No,
331416,Comcast Issues,,06-09-2015,19:00:18,Internet,Santa Fe,Texas,77510,closed,No,
373855,Throttled connection at peak time,,30-06-2015,00:00:57,Customer Care Call,Santa Maria,California,93458,open,No,
349270,Comcast,,18-06-2015,14:54:44,Internet,Santa Rosa,California,95403,closed,No,
359612,Price manipulation,,23-06-2015,17:58:13,Customer Care Call,Santa Rosa,California,95407,closed,No,
361718,charges for internet service are bogus,,24-06-2015,12:39:35,Customer Care Call,Sarasota,Florida,34237,closed,No,
316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,,06-01-2015,14:34:34,Internet,Sarasota,Florida,34232,closed,No,
213120,Data Overages,,04-01-2015,20:05:57,Internet,Savannah,Georgia,31406,closed,No,
215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,,04-03-2015,00:04:28,Internet,Savannah,Georgia,31405,closed,No,
230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,,04-11-2015,12:42:17,Internet,Savannah,Georgia,31419,closed,No,
257104,Comcast,,25-04-2015,16:01:38,Customer Care Call,Savannah,Georgia,31406,closed,No,
306396,Customer Service & Billing,,26-05-2015,08:47:55,Internet,Savannah,Georgia,31410,closed,No,
308746,Service issues,,27-05-2015,09:16:59,Internet,Savannah,Georgia,31419,open,No,
336532,Billing & Customer Service Issues,,06-12-2015,11:17:31,Internet,Savannah,Georgia,31406,closed,No,
359832,Outrageous billing costs and Data caps,,23-06-2015,19:09:44,Internet,Savannah,Georgia,31401,open,No,
365373,Falsifying Plan Rates and Charges,,25-06-2015,14:13:31,Internet,Savannah,Georgia,31401,open,No,
369310,comcast data cap,,26-06-2015,20:10:39,Internet,Savannah,Georgia,31419,closed,No,
371792,Bait and switch service,,29-06-2015,11:13:48,Customer Care Call,Savannah,Georgia,31401,open,No,
373607,Unable to change my service,,29-06-2015,20:21:12,Customer Care Call,Savannah,Georgia,31410,open,No,
358520,Comcast bill and service disclosure,,23-06-2015,14:05:40,Customer Care Call,Scappoose,Oregon,97056,closed,No,
211255,Comcast harassment,,04-01-2015,00:18:47,Customer Care Call,Schaumburg,Illinois,60193,closed,No,
284663,Complaint regarding billing practices,,05-11-2015,21:39:36,Customer Care Call,Schaumburg,Illinois,60193,closed,No,
328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,,06-08-2015,13:18:19,Customer Care Call,Schaumburg,Illinois,60193,closed,No,
353209,Install Gone Bad,,19-06-2015,21:35:48,Internet,Schaumburg,Illinois,60173,closed,No,
360692,Comcast's unfair pricing,,24-06-2015,01:11:15,Customer Care Call,Schaumburg,Illinois,60193,closed,No,
263241,needed tech suport,,29-04-2015,06:53:14,Customer Care Call,Scituate,Massachusetts,2066,closed,No,
277390,Speed Misrepresentation,,05-06-2015,21:59:29,Customer Care Call,Scotts Valley,California,95066,closed,No,
347759,Fraudulent advertising,,18-06-2015,01:32:54,Internet,Scotts Valley,California,95066,open,No,
319255,Deceptive sales practices,,06-02-2015,16:02:04,Customer Care Call,Scranton,Pennsylvania,18510,closed,No,
325642,Comcast Trespassing,,06-05-2015,15:02:15,Internet,Scranton,Pennsylvania,18509,closed,No,
218949,Internet issues and Customer Service issues,,04-06-2015,10:32:55,Customer Care Call,Seabrook,Texas,77586,closed,No,
364450,Complaints against Comcat,,25-06-2015,12:07:17,Internet,Seaford,Delaware,19973,closed,No,
233754,charge for equipment from comcast i was not made aware when i ordered it,,14-04-2015,02:06:21,Internet,Seatac,Washington,98168,closed,No,
320969,XFINITY is charging me more money for my account than what it should be,,06-03-2015,13:17:41,Internet,Seatac,Washington,98188,closed,No,
359028,Comcast,,23-06-2015,15:40:51,Internet,Seattle,North Carolina,98144,closed,No,
231061,Failure of service from Comcast,,04-12-2015,05:51:48,Customer Care Call,Seattle,Washington,98136,closed,No,
231062,Failure of service from Comcast,,04-12-2015,05:51:50,Internet,Seattle,Washington,98136,closed,No,
238513,Comcast.,,16-04-2015,03:21:48,Internet,Seattle,Washington,98178,closed,No,
229036,Internet speeds less than what we are paying for after canceling cable tv service,,04-10-2015,14:29:39,Customer Care Call,Seattle,Washington,98107,closed,No,
305301,ComCast continues to bill me though I canceled months ago,,24-05-2015,13:04:12,Internet,Seattle,Washington,98109,closed,No,
321676,Billing & Internet Service Issues with Comcast in Seattle WA,,06-03-2015,16:38:14,Internet,Seattle,Washington,98117,closed,No,
326414,Comcast repeatedly failing to install Internet service,,06-05-2015,22:06:10,Customer Care Call,Seattle,Washington,98112,closed,No,
344732,Slow Internet Speed,,17-06-2015,00:35:46,Internet,Seattle,Washington,98103,closed,No,
359984,Comcast's egregious billing techniques,,23-06-2015,19:57:52,Internet,Seattle,Washington,98125,open,No,
360176,Comcast's unfair billing practices,,23-06-2015,21:23:05,Internet,Seattle,Washington,98106,closed,No,
360526,Slow Internet,,23-06-2015,23:29:52,Customer Care Call,Seattle,Washington,98012,open,No,
366821,"slow routing, dropped packets",,25-06-2015,19:01:59,Internet,Seattle,Washington,98109,closed,Yes,
372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,,29-06-2015,12:42:54,Internet,Seattle,Washington,98178,open,No,
239267,Comcast No Show's,,16-04-2015,13:21:43,Internet,Sebring,Florida,33870,closed,Yes,
268873,Fraudulent Billing,,05-01-2015,14:42:34,Customer Care Call,Secaucus,New Jersey,7094,closed,No,
306934,Internet Connectivity,,26-05-2015,12:09:32,Internet,Secaucus,New Jersey,7094,closed,No,
260733,Data Usage Meter,,28-04-2015,09:35:30,Customer Care Call,Senatobia,Mississippi,38668,closed,No,
316257,Comcast Data Usage Meter,,06-01-2015,09:44:42,Customer Care Call,Senatobia,Mississippi,38668,open,No,
376228,Comcast/Xfinity Internet Data Cap,,30-06-2015,22:06:30,Internet,Senoia,Georgia,30276,open,No,
371378,"threat of shutting off service of phone,internet and TV",,28-06-2015,23:02:02,Internet,Sharon,Connecticut,6069,open,No,
256671,Comcast Data usage plan limit,,25-04-2015,09:35:16,Customer Care Call,Sharpsburg,Georgia,30277,closed,No,
219826,BAD SERVICE/ PLEASE HELP,,04-06-2015,15:21:56,Customer Care Call,Shelby Township,Michigan,48317,closed,No,
362231,Improper modems,,24-06-2015,14:45:12,Internet,Shelby Township,Michigan,48317,closed,No,
338800,Comcast blocking HBO GO on Playstation,,13-06-2015,10:15:06,Internet,Shelbyville,Indiana,46176,closed,No,
215141,Comcast run around,,04-02-2015,18:13:28,Internet,Sheridan,Colorado,80110,closed,No,
218168,Multiple Unauthorized and Unwarranted Credit Checks,,04-04-2015,20:10:35,Customer Care Call,Shoreview,Minnesota,55126,closed,No,
235629,Comcast Cable Billing Fraud,,14-04-2015,18:02:57,Customer Care Call,Shreveport,Louisiana,71106,closed,No,
246762,Comcast billing past disconnection time,,21-04-2015,11:24:34,Internet,Shreveport,Louisiana,71118,closed,Yes,
306916,Comcast will not allow me to cancel my internet service.,,26-05-2015,11:58:57,Internet,Shreveport,Louisiana,71106,closed,Yes,
345470,DSL,,17-06-2015,12:42:56,Customer Care Call,Shreveport,Louisiana,71105,closed,No,
361703,Contract,,24-06-2015,12:36:04,Customer Care Call,Shreveport,Louisiana,71115,closed,No,
267527,Comcast over charging,,30-04-2015,19:52:57,Customer Care Call,Silver City,New Mexico,88061,closed,No,
223036,Access issues have returned,,04-07-2015,21:57:32,Customer Care Call,Silver Spring,Maryland,20910,closed,No,
257349,Comcast Internet Service,,25-04-2015,20:09:47,Internet,Silver Spring,Maryland,20903,open,No,
293593,email sdervice,,16-05-2015,18:05:47,Customer Care Call,Sinking Spring,Pennsylvania,10608,open,No,
373797,Complaint against Comcast,,29-06-2015,22:37:26,Internet,Skokie,Illinois,60203,closed,No,
216841,Internet Speed,,04-03-2015,16:04:30,Internet,Slc,Utah,84124,closed,No,
370691,Comcast Internet Complaint,,28-06-2015,01:23:56,Customer Care Call,Slc,Utah,84105,open,No,
374352,Comcast service agreement,,30-06-2015,11:43:16,Customer Care Call,Slc,Utah,84109,closed,No,
343068,Comcast Service,,16-06-2015,12:02:39,Internet,Smyrna,Delaware,19977,closed,No,
373980,Comcast 300GB CAP,,30-06-2015,08:15:55,Customer Care Call,Smyrna,Georgia,30080,open,No,
223158,Internet Essentials,,04-08-2015,00:26:24,Internet,Smyrna,Tennessee,37167,closed,No,
360825,Cap complaints,,24-06-2015,04:14:57,Customer Care Call,Smyrna,Tennessee,37167,open,Yes,
370900,Comcast Data Caps,,28-06-2015,13:11:51,Internet,Smyrna,Tennessee,37167,closed,No,
315515,continue to be scared by comcast,,30-05-2015,23:58:23,Internet,Snellville,Georgia,30078,open,No,
364194,Price Plans,,25-06-2015,11:00:28,Customer Care Call,Snellville,Georgia,30078,closed,No,
371259,Complaint against Comcast Corporation,,28-06-2015,20:06:28,Internet,Snellville,Georgia,30039,open,No,
358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,,23-06-2015,14:07:44,Customer Care Call,Snoqualmie,Washington,98065,closed,No,
342060,Internet much slower than advertised,,15-06-2015,18:16:49,Internet,Somers,New York,10589,closed,No,
359191,Cheating in Bundle Service Pricing,,23-06-2015,16:16:44,Internet,Somerset,New Jersey,8873,open,No,
367242,Deceptive Business Practices by Comcast,,25-06-2015,22:41:05,Internet,Somerset,New Jersey,8873,open,No,
336340,comcast,,06-12-2015,09:47:20,Internet,Somerset,Pennsylvania,15501,closed,No,
338856,Comcast Monopoly and Abuse,,13-06-2015,11:06:05,Internet,Somerville,Massachusetts,2143,closed,No,
362997,Comcast Billing,,24-06-2015,17:46:53,Internet,Somerville,Massachusetts,2143,closed,No,
271145,Billing,,05-04-2015,10:50:12,Customer Care Call,Somonauk,Illinois,60552,closed,No,
266198,Comcast billing and account issues,,30-04-2015,12:13:25,Internet,South Bend,Indiana,46615,closed,Yes,
340067,Comcast Rate,,14-06-2015,17:14:15,Internet,South Bend,Indiana,46601,closed,No,
360268,Comcast Service and Customer Service,,23-06-2015,21:55:56,Customer Care Call,South Bend,Indiana,46637,closed,No,
364137,Comcast data cap,,25-06-2015,10:34:04,Internet,South Berwick,Maine,3908,closed,No,
277566,Comcast Internet Service,,05-07-2015,07:32:13,Customer Care Call,South Hadley,Massachusetts,1075,closed,No,
325430,FCC.gov website for complaints,,06-05-2015,14:00:48,Customer Care Call,South Hadley,Massachusetts,1075,closed,No,
308301,Comcast Billing Complaint,,26-05-2015,19:59:11,Customer Care Call,South Haven,Michigan,49090,open,No,
254669,Denial of service,,24-04-2015,09:49:00,Internet,South Lyon,Michigan,48178,closed,No,
258986,"Internet Help @ , South Lyon, MI 48178",,27-04-2015,13:28:24,Customer Care Call,South Lyon,Michigan,48178,closed,No,
259001,"Internet help @ , South Lyon, MI 48178",,27-04-2015,13:35:11,Customer Care Call,South Lyon,Michigan,48178,closed,No,
256720,very low wireless speed not working well,,25-04-2015,10:32:11,Internet,South River,New Jersey,8882,closed,No,
309812,internet service from comcast,,27-05-2015,16:07:27,Internet,Southampton,Pennsylvania,18966,closed,No,
293693,Comcast,,16-05-2015,20:17:04,Customer Care Call,Southaven,Mississippi,38672,open,No,
346868,Data Usage Cap,,17-06-2015,18:12:02,Internet,Southaven,Mississippi,38672,open,No,
350181,Charged for data not actually used,,18-06-2015,17:39:28,Customer Care Call,Southaven,Mississippi,38671,open,No,
350184,Charged for data not actually used,,18-06-2015,17:39:57,Customer Care Call,Southaven,Mississippi,38671,closed,No,
362544,Data overage charges,,24-06-2015,15:59:46,Internet,Southaven,Mississippi,38671,closed,No,
339614,Poor internet,,13-06-2015,22:37:11,Customer Care Call,Southfield,Michigan,48034,open,No,
375943,Speed,,30-06-2015,19:11:06,Internet,Southfield,Michigan,48076,open,No,
261499,billing issues,,28-04-2015,13:31:05,Customer Care Call,Spokane,Washington,99205,closed,No,
270680,"Fraudulent billing, erroneous billing, overbilling",,05-03-2015,16:10:46,Customer Care Call,Spokane,Washington,99201,closed,No,
361098,xfinity customer service,,24-06-2015,09:57:42,Internet,Spokane,Washington,99208,closed,No,
363813,Internet price,,25-06-2015,04:40:33,Customer Care Call,Spokane,Washington,99223,closed,No,
218518,Comcast throttling my high-speed internet,,04-05-2015,15:24:23,Customer Care Call,Spokane Valley,Washington,99216,closed,No,
375809,Slow internet / Over Charged Billing,,30-06-2015,18:26:09,Internet,Spokane Valley,Washington,99212,open,Yes,
314752,No internet available since a comcast techinitian did an intervention to change plans,,30-05-2015,08:00:45,Internet,Spring,Texas,77382,closed,No,
352940,Comcast Xfinity Monopoly Abuses,,19-06-2015,18:35:52,Internet,Spring,Texas,77389,open,No,
359794,Comcast Billing Support and Practices,,23-06-2015,18:56:46,Internet,Spring,Texas,77388,closed,No,
364963,Extremely Poor Customer Service,,25-06-2015,13:10:31,Internet,Spring,Texas,77373,closed,Yes,
316650,Interrnet Service,,06-01-2015,12:41:14,Customer Care Call,Spring City,Pennsylvania,19475,closed,No,
244218,Comcast,,20-04-2015,10:19:31,Customer Care Call,Spring Lake,Michigan,49456,closed,No,
256691,Comcast Cable and Internet,,25-04-2015,09:56:34,Internet,Spring Lake,North Carolina,28390,closed,No,
218124,Comcast,,04-04-2015,19:06:05,Customer Care Call,Springfield,Illinois,62704,closed,No,
259189,Comcast,,27-04-2015,14:26:26,Customer Care Call,Springfield,Illinois,62712,closed,No,
283536,Comcast accourt,,05-11-2015,13:39:44,Internet,Springfield,Illinois,62703,closed,No,
318436,availabilty,,06-02-2015,11:04:13,Internet,Springfield,Illinois,62711,closed,No,
338859,Comcast Internet Services,,13-06-2015,11:08:27,Internet,Springfield,Illinois,62703,closed,No,
358498,Unfair billing practices by Comcast Xfinity,,23-06-2015,14:00:31,Internet,Springfield,Illinois,62704,closed,No,
364896,Unfair Billing Practices,,25-06-2015,13:05:19,Internet,Springfield,Illinois,62701,closed,No,
371472,Incorrect Billing of NON-RENTED Equipment,,29-06-2015,06:21:41,Customer Care Call,Springfield,Illinois,62704,closed,No,
242481,paying for hi speed internet 105 mbps,,17-04-2015,21:02:05,Customer Care Call,Springfield,Massachusetts,1128,closed,No,
350035,"Comcast Internet, being charged full price for partial service",,18-06-2015,16:50:42,Internet,Springfield,Oregon,97478,closed,No,
363649,Poor Quality Service and Broken Promises,,24-06-2015,22:54:37,Customer Care Call,Springfield,Oregon,97477,open,No,
218097,Monthly Rate Confusion & Poor Customer Support,,04-04-2015,18:20:50,Internet,St Augustine,Florida,32080,closed,No,
326114,billing complaint - Comcast digital phone/internet service,,06-05-2015,18:03:30,Customer Care Call,St Augustine,Florida,32086,closed,No,
357733,Comcast (Xfinity) Internet Service,,23-06-2015,10:52:14,Internet,St Augustine,Florida,32084,closed,No,
340158,Cant cancel internet on Sundays?,,14-06-2015,19:33:20,Customer Care Call,St Cloud,Florida,34772,closed,No,
361572,Internet Speeds,,24-06-2015,12:10:30,Customer Care Call,St Johns,Florida,32259,closed,No,
313370,Comcast - HBO - PS3,,29-05-2015,12:44:16,Internet,St Paul,Minnesota,55104,open,No,
369429,Over Charged for Service Never Received,,26-06-2015,21:52:17,Customer Care Call,St. Augustine,Florida,32080,closed,No,
262108,Comcast,,28-04-2015,16:03:22,Customer Care Call,St. Paul,Minnesota,55108,closed,No,
320534,Billing Issues,,06-03-2015,10:55:17,Internet,St. Paul,Minnesota,55116,closed,No,
362731,Internet speeds not as advertised. Bandwith not available as advertised,,24-06-2015,16:38:27,Customer Care Call,St. Paul,Minnesota,55116,closed,No,
376190,Comcast Xfinity Deceptive Billing Practices,,30-06-2015,21:33:20,Customer Care Call,St. Paul,Minnesota,55116,closed,No,
329610,Xfiniti account,,06-08-2015,21:33:54,Customer Care Call,Steamboat Springs,Colorado,80477,closed,No,
297456,Excessive early termination fees due immediately after 10+ years of service,,19-05-2015,15:45:08,Internet,Stephens City,Virginia,22655,closed,No,
247328,Comcast Complaint,,21-04-2015,13:17:54,Internet,Sterling,Illinois,61081,closed,Yes,
372295,"Comcast Forcing me to purchase cable tv, only want internet",,29-06-2015,13:36:41,Customer Care Call,Sterling,Illinois,61081,closed,No,
262192,installed on 4/26 still not working,,28-04-2015,16:27:34,Customer Care Call,Sterling,Virginia,20166,closed,No,
322413,Comcast / Xfinity Billing Issue,,06-03-2015,22:29:02,Internet,Sterling Heights,Michigan,48312,closed,No,
369649,Xfinity security system,,27-06-2015,08:28:16,Internet,Sterling Heights,Michigan,48310,closed,No,
361383,Billing Overcharging Issues By Comcast,,24-06-2015,11:14:43,Internet,Sterling Hts,Michigan,48310,open,No,
359099,Internet Speed Cut in Half with no Notification,,23-06-2015,15:55:31,Internet,Stevensville,Michigan,49127,open,No,
337660,internet access,,06-12-2015,16:23:28,Customer Care Call,Stillwater,Minnesota,55082,open,No,
327569,Data Caps,,06-07-2015,18:09:44,Internet,Stockbridge,Georgia,30281,closed,No,
362576,Comcast Data Cap,,24-06-2015,16:04:24,Customer Care Call,Stockbridge,Georgia,30281,open,No,
236066,Complaint#67455,,14-04-2015,21:38:30,Customer Care Call,Stockton,California,95219,closed,No,
319877,Bad interner speeds and access,,06-02-2015,19:54:40,Customer Care Call,Stockton,California,95062,closed,Yes,
360748,Billing practices,,24-06-2015,02:11:24,Internet,Stockton,California,95219,closed,No,
368078,Fraud,,26-06-2015,12:47:29,Customer Care Call,Stockton,California,95202,open,No,
211784,billing,,04-01-2015,12:32:23,Customer Care Call,Stone Mountain,Georgia,30083,closed,No,
220145,No email service from Comcast,,04-06-2015,17:02:34,Internet,Stone Mountain,Georgia,30087,closed,No,
223729,Service Quality,,04-08-2015,11:54:56,Customer Care Call,Stone Mountain,Georgia,30088,closed,No,
336079,No internet service,,06-11-2015,22:35:03,Internet,Stone Mountain Ga,Georgia,30087,closed,No,
218840,COMPLAINT ABOUT COMCAST/XFinity,,04-06-2015,09:02:43,Customer Care Call,Stoughton,Massachusetts,2072,closed,No,
372154,Comcast- Unfair Pricing,,29-06-2015,12:55:22,Customer Care Call,Streamwood,Illinois,60107,open,No,
333465,high speed internet access,,06-10-2015,17:32:37,Customer Care Call,Stuart,Florida,24996,closed,No,
344690,Internet being throttled,,16-06-2015,22:58:37,Internet,Sugar Land,Texas,77479,open,No,
308769,no internet service for more than 20 days,,27-05-2015,09:46:33,Internet,Sugarland,Texas,77479,closed,No,
303597,Paying for service for 12 months without recieving the service,,22-05-2015,14:31:20,Customer Care Call,Suisun City,California,94585,closed,No,
233471,Internet Outage,,13-04-2015,20:19:14,Internet,Suitland,Maryland,20746,closed,No,
356742,Comcast data cap,,22-06-2015,17:43:44,Internet,Sullivan's Island,South Carolina,29482,closed,No,
361903,Continuous Internet problems.,,24-06-2015,13:22:57,Customer Care Call,Summerfield,Florida,34491,closed,No,
255037,Billing - Comcast,,24-04-2015,12:22:26,Internet,Sunnyvale,California,94087,closed,No,
272394,Comcast refusing to fix connectivity issues,,05-04-2015,17:22:20,Customer Care Call,Sunnyvale,California,94087,closed,No,
308850,Comcast charged me higher than quoted on the phone,,27-05-2015,10:43:01,Internet,Sunnyvale,California,94089,closed,No,
331848,Misleading and deceptive sale of Internet service,,06-09-2015,22:59:40,Customer Care Call,Sunnyvale,California,94086,closed,No,
307472,Comcast Refund and discontinue Service billing,,26-05-2015,14:28:50,Customer Care Call,Sunrise,Florida,33351,open,No,
242577,Comcast service and pricing,,17-04-2015,23:08:08,Internet,Suquamish,Washington,98392,closed,No,
265823,Billed for services not ordered or recieved,,30-04-2015,09:47:27,Customer Care Call,Surf City,New Jersey,8008,closed,No,
213518,Xfinity/Comcast throttles bandwidth way below contract level,,04-02-2015,08:29:01,Customer Care Call,Suwanee,Georgia,30024,closed,No,
344883,Comcast Data Usage Limit in Atlanta,,17-06-2015,09:54:55,Customer Care Call,Suwanee,Georgia,30024,closed,No,
369563,comcast data caps,,27-06-2015,00:33:29,Internet,Suwanee,Georgia,30038,open,No,
290085,COMCAST INTERNET,,14-05-2015,14:32:01,Customer Care Call,Swedesboro,New Jersey,8085,closed,No,
345639,Recent fines to AT&T and possibly...,,17-06-2015,13:23:44,Internet,Swoyersville,Pennsylvania,18704,open,No,
358840,Predatory Monopolistic Pricing,,23-06-2015,15:07:40,Customer Care Call,Sykesville,Maryland,21784,closed,No,
363603,Outrageous Comcast charges,,24-06-2015,22:22:12,Internet,Sykesville,Maryland,21784,closed,No,
371208,Price fixing and monopolistic behaivor,,28-06-2015,18:33:01,Customer Care Call,Sykesville,Maryland,21784,closed,No,
258152,Customer service,,27-04-2015,07:00:03,Internet,Tabernacle,New Jersey,8088,closed,No,
326331,bills/identity,,06-05-2015,20:44:55,Customer Care Call,Tacoma,Washington,98405,closed,No,
362484,"I pay for 50 mbps, get 10 at best",,24-06-2015,15:49:24,Customer Care Call,Tacoma,Washington,98422,open,No,
369894,Poor service from Xfinity,,27-06-2015,12:21:07,Customer Care Call,Tacoma,Washington,98445,closed,Yes,
221876,Comcast Practices/ billing,,04-07-2015,14:17:17,Internet,Tallahassee,Florida,32317,closed,No,
233356,Comcast cable,,13-04-2015,19:20:05,Internet,Tallahassee,Florida,32317,closed,No,
261206,Complaint regarding Comcast,,28-04-2015,12:15:08,Customer Care Call,Tallahassee,Florida,32317,closed,No,
279834,Intermittent internet,,05-08-2015,10:50:03,Customer Care Call,Tallahassee,Florida,32303,closed,No,
